actions,class_abilities,description,etats,exhaustion,image_url,images,internal_links,introduction,links,prerequisites,reactions,sections,skills,source,special_boxes,stats,table,tables,title,titre,traduction,type_rarete,url
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/alhoon.jpg,,,,,"Mort-vivant (flagelleur mental, magicien) de taille M, typiquement neutre mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '150 (20d8 + 60)', 'Vitesse', '9 m, vol 4,50 m (stationnaire)', 'FOR', '11 (+0)', 'DEX', '12 (+1)', 'CON', '16 (+3)', 'INT', '19 (+4)', 'SAG', '17 (+3)', 'CHA', '17 (+3)', 'Jets de sauvegarde', 'Con +7, Int +8, Sag +7, Cha +7', 'Compétences', 'Arcanes +8, Discrétion +5, Histoire +8, Intuition +7, Perception +7, Tromperie +7', 'Résistances aux dégâts', 'froid, foudre, nécrotique', 'Immunités aux dégâts', 'poison', 'Immunités aux états', 'charmé, épuisement, effrayé, paralysé, empoisonné', 'Sens', 'vision véritable 36 m, Perception passive 17', 'Langues', 'profond, commun des profondeurs, télépathie 36 m', 'Puissance', '10 (5900 PX)', 'Bonus de maîtrise', '+4']",,,Alhoon,,,,https://www.aidedd.org/dnd/monstres.php?vf=alhoon
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/alkilith.jpg,,,,,"Fiélon (démon) de taille M, typiquement chaotique mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '17 (armure naturelle)', 'Points de vie', '168 (16d8 + 96)', 'Vitesse', '12 m, escalade 12 m', 'FOR', '12 (+1)', 'DEX', '19 (+4)', 'CON', '22 (+6)', 'INT', '6 (-2)', 'SAG', '11 (+0)', 'CHA', '7 (-2)', 'Jets de sauvegarde', 'Dex +8, Con +10', 'Compétences', 'Discrétion +8', 'Résistances aux dégâts', ""acide, froid, feu, foudre ; contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux dégâts', 'poison', 'Immunités aux états', 'charmé, effrayé, empoisonné', 'Sens', 'vision dans le noir 36 m, Perception passive 10', 'Langues', ""comprend l'abyssal mais ne peut pas parler"", 'Puissance', '11 (7200 PX)', 'Bonus de maîtrise', '+4']",,,Alkilith,,,,https://www.aidedd.org/dnd/monstres.php?vf=alkilith
[],,"L'allip est le résidu spectral d'un individu poussé à la démence et au suicide. Elle ne désire qu'une seule chose : la vengeance. Pour l'obtenir, elle poursuit sans relâche ceux qui ont causé sa perte.",,,https://www.aidedd.org/dnd/images/allip.jpg,,,,,"Mort-vivant de taille M, typiquement neutre mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '13', 'Points de vie', '40 (9d18)', 'Vitesse', '0 m, vol 12 m (stationnaire)', 'FOR', '6 (-2)', 'DEX', '17 (+3)', 'CON', '10 (+0)', 'INT', '17 (+3)', 'SAG', '15 (+2)', 'CHA', '16 (+3)', 'Jets de sauvegarde', 'Int +6, Sag +5', 'Compétences', 'Perception +5, Discrétion +6', 'Résistances aux dégâts', ""acide, feu, foudre, tonnerre ; contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux dégâts', 'froid, nécrotique, poison', 'Immunités aux états', 'charmé, épuisement, effrayé, agrippé, paralysé, pétrifié, empoisonné, à terre, entravé', 'Sens', 'vision dans le noir 18 m, Perception passive 15', 'Langues', ""les langues qu'elle connaissait de son vivant"", 'Puissance', '5 (1800 PX)']",,,Allip,,,,https://www.aidedd.org/dnd/monstres.php?vf=allip
,,"Vous sollicitez l'aide d'une entité d'Outremonde. Vous devez connaître l'être en question : un dieu, un primordial, un prince démon ou un autre être au pouvoir cosmique. Cette entité envoie un céleste, un élémentaire ou un fiélon qui lui est loyal pour vous aider, faisant apparaître cette créature dans un espace inoccupé à portée. Si vous connaissez le nom spécifique d'une créature, vous pouvez prononcer ce nom au moment de lancer ce sort pour invoquer précisément cette créature, mais vous risquez quand même de recevoir une autre créature (au choix du MD). Lorsque la créature apparaît, elle n'est pas contrainte d'agir d'une manière particulière. Vous pouvez demander à la créature de vous rendre un service en échange d'un paiement, mais elle n'est pas obligée de s'exécuter. Un large éventail de requêtes s'offre à vous, des plus simples (« Fais-nous survoler le gouffre », « Aide-nous à combattre »"") aux plus complexes (« Espionne nos ennemis », « Protège-nous pendant notre incursion dans le donjon »). Vous devez être capable de communiquer avec la créature pour pouvoir négocier ses services. Le paiement peut prendre diverses formes. Un céleste pourrait demander que vous fassiez une importante donation sous forme d'or ou d'objets magiques à un temple allié, tandis qu'un fiélon pourrait demander le sacrifice d'un être vivant ou une part du trésor. Certaines créatures pourraient vous rendre service à condition que vous acceptiez une quête pour elle. Le tarif généralement pratiqué pour une tâche dont la durée est calculée en minutes est de 100 po par minute. Une tâche dont la durée se calcule en heures est de 1 000 po par heure. Et une tâche dont la durée se calcule en jours (jusqu'à un maximum de 10 jours) est de 10 000 po par jour. Le MD peut ajuster ces tarifs en fonction des raisons pour lesquelles vous lancez ce sort. Si la tâche s'accorde à l'éthique de la créature, le paiement pourrait être divisé par deux, voire non requis. Typiquement, une tâche non dangereuse ne requiert que la moitié du paiement suggéré ci-dessus, tandis qu'une tâche particulièrement dangereuse pourrait nécessiter une offrande beaucoup plus importante. Les créatures acceptent rarement les tâches qui semblent suicidaires. Après qu'une créature ait accompli la tâche que vous lui avez confiée, ou lorsque la durée de service convenue arrive à échéance, la créature retourne sur son plan après vous avoir fait un rapport, si cela est approprié à la tâche ou si elle le peut. Si vous n'êtes pas capable de vous entendre sur le paiement de la tâche, la créature retourne immédiatement dans son plan d'origine. Une créature enrôlée dans votre groupe compte comme un membre à part entière, recevant son quota de points d'expérience comme tous les autres membres.",,,,,,,,Aucun,,,,Player´s Handbook (SRD),,,,,Allié planaire,,,,https://www.aidedd.org/dnd/sorts.php?vf=allie-planaire
"['Griffes. Attaque au corps à corps avec une arme : +6 au toucher, allonge 1,50 m, une cible. Touché\xa0: 8 (1d8 + 4) dégâts tranchants.', 'Morsure. Attaque au corps à corps avec une arme : +6 au toucher, allonge 1,50 m, une cible. Touché\xa0: 15 (2d10 + 4) dégâts perforants.']",,"L'allosaure est un dinosaure prédateur possédant une taille, une force et une vitesse stupéfiante. Il fonce vers sa proie en bondissant vers elle pour la déchiqueter avec ses griffes vicieuses.",,,,,,,,"Bête de taille G, sans alignement",[],,"['Griffes. Attaque au corps à corps avec une arme : +6 au toucher, allonge 1,50 m, une cible. Touché\xa0: 8 (1d8 + 4) dégâts tranchants.', 'Morsure. Attaque au corps à corps avec une arme : +6 au toucher, allonge 1,50 m, une cible. Touché\xa0: 15 (2d10 + 4) dégâts perforants.']",Monster Manual (BR),,"[""Classe d'armure"", '13 (armure naturelle)', 'Points de vie', '51 (6d10 + 18)', 'Vitesse', '18 m', 'FOR', '19 (+4)', 'DEX', '13 (+1)', 'CON', '17 (+3)', 'INT', '2 (-4)', 'SAG', '12 (+1)', 'CHA', '5 (-3)', 'Compétences', 'Perception +5', 'Sens', 'Perception passive 15', 'Langues', '—', 'Puissance', '2 (450 PX)']",,,Allosaure,,,,https://www.aidedd.org/dnd/monstres.php?vf=allosaure
[],,Non spécifié,,,,,,,,"Géant de taille Gig, typiquement chaotique mauvais",[],,,Glory of the Giants,,"[""Classe d'armure"", '15 (armure naturelle)', 'Points de vie', '217 (14d20 + 70)', 'Vitesse', '18 m, escalade 18 m', 'FOR', '25 (+7)', 'DEX', '14 (+2)', 'CON', '21 (+5)', 'INT', '9 (-1)', 'SAG', '16 (+3)', 'CHA', '5 (-3)', 'Jets de sauvegarde', 'Con +11, Sag +9', 'Compétences', 'Perception +9', 'Résistances aux dégâts', ""poison ; contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux états', 'charmé, effrayé, empoisonné', 'Sens', 'vision dans le noir 36 m, Perception passive 19', 'Langues', 'géant, commun des profondeurs', 'Puissance', '17 (18000 PX)', 'Bonus de maîtrise', '+6']",,,Amalgame trollesque,,,,https://www.aidedd.org/dnd/monstres.php?vf=amalgame-trollesque
,,"Pour la durée du sort, vous avez un avantage à tous vos jets de Charisme effectués contre une créature de votre choix qui n'a pas une attitude hostile envers vous. Lorsque le sort prend fin, la créature réalise que vous avez utilisé la magie pour l'influencer et devient hostile à votre égard. Une créature plutôt violente risque de vous attaquer. D'autres créatures peuvent vous demander de l'argent ou un service (à la discrétion du MD), cela dépend de la nature de l'échange que vous avez eu avec la créature.",,,,,,,,Aucun,,,,Player´s Handbook (BR+),,,,,Amis,,,,https://www.aidedd.org/dnd/sorts.php?vf=amis
,,"Ce sort vous permet de persuader une bête que vous ne lui voulez aucun mal. Choisissez une bête que vous pouvez voir dans la portée du sort. Elle doit vous voir et vous entendre. Si l'Intelligence de la bête est de 4 ou plus, le sort échoue. Autrement, la bête doit réussir un jet de sauvegarde de Sagesse ou être charmée pour la durée du sort. Si vous, ou un de vos compagnons, blessez la cible, le sort prend fin. Aux niveaux supérieurs . Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 2 ou supérieur, vous pouvez charmer une bête supplémentaire pour chaque niveau d'emplacement au-delà du niveau 1.",,,,,,,,Aucun,,,,Player´s Handbook (SRD),,,,,Amitié avec les animaux,,,,https://www.aidedd.org/dnd/sorts.php?vf=amitie-avec-les-animaux
[],,Non spécifié,,,https://www.aidedd.org/dnd/images/amnizu.jpg,,,,,"Fiélon (diable) de taille M, typiquement loyal mauvais",[],,,Monsters of the Multiverse,,"[""Classe d'armure"", '21 (armure naturelle)', 'Points de vie', '202 (27d8 + 81)', 'Vitesse', '9 m, vol 12 m', 'FOR', '11 (+0)', 'DEX', '13 (+1)', 'CON', '16 (+3)', 'INT', '20 (+5)', 'SAG', '12 (+1)', 'CHA', '18 (+4)', 'Jets de sauvegarde', 'Dex +7, Con +9, Sag +7, Cha +10', 'Compétences', 'Perception +7', 'Résistances aux dégâts', ""froid ; contondant, perforant et tranchant d'attaques non magiques qui ne sont pas en argent"", 'Immunités aux dégâts', 'feu, poison', 'Immunités aux états', 'charmé, empoisonné', 'Sens', 'vision dans le noir 36 m, Perception passive 17', 'Langues', 'commun, infernal, télépathie 300 m', 'Puissance', '18 (20000 PX)', 'Bonus de maîtrise', '+6']",,,Amnizu,,,,https://www.aidedd.org/dnd/monstres.php?vf=amnizu
,,"Vous touchez une créature et lui accordez une amélioration magique. Choisissez l'un des effets suivants ; la cible gagne cet effet jusqu'à ce que le sort prenne fin. Force du taureau . La cible a un avantage à ses jets de Force, et sa capacité de charge double. Grâce féline . La cible a un avantage à ses jets de Dextérité. De plus, elle ne subit aucun dégât lorsqu'elle chute de 6 mètres ou moins et qu'elle n'est pas incapable d'agir. Endurance de l'ours . La cible a un avantage à ses jets de Constitution. Elle gagne également 2d6 points de vie temporaires, qui sont perdus lorsque le sort prend fin. Ruse du renard . La cible a un avantage à ses jets d'Intelligence. Sagesse du hibou . La cible a un avantage à ses jets de Sagesse. Splendeur de l'aigle . La cible a un avantage à ses jets de Charisme. Aux niveaux supérieurs . Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, vous pouvez cibler une créature supplémentaire pour chaque niveau d'emplacement au-delà du niveau 2.",,,,,,,,Aucun,,,,Player´s Handbook (SRD),,,,,Amélioration de caractéristique,,,,https://www.aidedd.org/dnd/sorts.php?vf=amelioration-de-caracteristique
"['Attaques multiples. Le sphinx effectue deux attaques avec ses griffes.', 'Griffes. Attaque au corps à corps avec une arme : +12 au toucher, allonge 1,50 m, une cible. Touché\xa0: 17 (2d10 + 6) dégâts tranchants.', ""Rugissement (3/jour). Le sphinx pousse un rugissement magique. Chaque fois qu'il rugit avant d'avoir terminé un repos long, le rugissement est de plus en plus fort et son effet différent, comme détaillé ci-dessous. Chaque créature se trouvant à 150 mètres du sphinx et étant capable de l'entendre doivent effectuer un jet de sauvegarde."", ""Premier rugissement. Toutes les créatures qui échouent à un jet de sauvegarde de Sagesse DD 18 sont effrayées pendant 1 minute. Une créature peut retenter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin l'effet qu'elle subit."", ""Second rugissement. Toutes les créatures qui échouent à un jet de sauvegarde de Sagesse DD 18 sont assourdies et effrayées pendant 1 minute. Une créature effrayée est paralysée et peut retenter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin l'effet qu'elle subit."", ""Troisième rugissement. Chaque créature effectue un jet de sauvegarde de Constitution DD 18. En cas d'échec, elle subit 44 (8d10) dégâts de tonnerre et est jetée à terre. En cas de réussite, elle subit la moitié des dégâts et n'est pas jetée à terre."", ""Le sphinx peut effectuer 3 actions légendaires, en choisissant parmi les options suivantes. Une seule action légendaire peut être utilisée à la fois, et seulement à la fin du tour d'une autre créature. Le sphinx récupère les actions légendaires dépensées au début de son tour."", 'Attaque avec les griffes. Le sphinx effectue une attaque avec ses griffes.', ""Téléportation (coûte 2 actions). Le sphinx se téléporte par magie, emportant avec lui l'équipement qu'il porte ou transporte, jusqu'à un espace inoccupé qu'il peut voir dans un rayon de 36 mètres."", 'Sort (coûte 3 actions). Le sphinx lance un sort choisi parmi sa liste de sorts préparés, en utilisant un emplacement de sort normalement.']",,,,,https://www.aidedd.org/dnd/images/androsphinx.jpg,,,,,"Monstruosité de taille G, loyal neutre",[],,"['Attaques multiples. Le sphinx effectue deux attaques avec ses griffes.', 'Griffes. Attaque au corps à corps avec une arme : +12 au toucher, allonge 1,50 m, une cible. Touché\xa0: 17 (2d10 + 6) dégâts tranchants.', ""Rugissement (3/jour). Le sphinx pousse un rugissement magique. Chaque fois qu'il rugit avant d'avoir terminé un repos long, le rugissement est de plus en plus fort et son effet différent, comme détaillé ci-dessous. Chaque créature se trouvant à 150 mètres du sphinx et étant capable de l'entendre doivent effectuer un jet de sauvegarde."", ""Premier rugissement. Toutes les créatures qui échouent à un jet de sauvegarde de Sagesse DD 18 sont effrayées pendant 1 minute. Une créature peut retenter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin l'effet qu'elle subit."", ""Second rugissement. Toutes les créatures qui échouent à un jet de sauvegarde de Sagesse DD 18 sont assourdies et effrayées pendant 1 minute. Une créature effrayée est paralysée et peut retenter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin l'effet qu'elle subit."", ""Troisième rugissement. Chaque créature effectue un jet de sauvegarde de Constitution DD 18. En cas d'échec, elle subit 44 (8d10) dégâts de tonnerre et est jetée à terre. En cas de réussite, elle subit la moitié des dégâts et n'est pas jetée à terre."", ""Le sphinx peut effectuer 3 actions légendaires, en choisissant parmi les options suivantes. Une seule action légendaire peut être utilisée à la fois, et seulement à la fin du tour d'une autre créature. Le sphinx récupère les actions légendaires dépensées au début de son tour."", 'Attaque avec les griffes. Le sphinx effectue une attaque avec ses griffes.', ""Téléportation (coûte 2 actions). Le sphinx se téléporte par magie, emportant avec lui l'équipement qu'il porte ou transporte, jusqu'à un espace inoccupé qu'il peut voir dans un rayon de 36 mètres."", 'Sort (coûte 3 actions). Le sphinx lance un sort choisi parmi sa liste de sorts préparés, en utilisant un emplacement de sort normalement.']",Monster Manual (SRD),,"[""Classe d'armure"", '17 (armure naturelle)', 'Points de vie', '199 (19d10 + 95)', 'Vitesse', '12 m, vol 18 m', 'FOR', '22 (+6)', 'DEX', '10 (+0)', 'CON', '20 (+5)', 'INT', '16 (+3)', 'SAG', '18 (+4)', 'CHA', '23 (+6)', 'Jets de sauvegarde', 'Dex +6, Con +11, Int +9, Sag +10', 'Compétences', 'Arcanes +9, Perception +10, Religion +15', 'Immunités aux dégâts', ""psychique ; contondant, perforant et tranchant d'attaques non magiques"", 'Immunités aux états', 'charmé, effrayé', 'Sens', 'vision véritable 36 m, Perception passive 20', 'Langues', 'commun, sphinx', 'Puissance', '17 (18000 PX)']",,,Androsphinx,,,,https://www.aidedd.org/dnd/monstres.php?vf=androsphinx
,,"Les objets prennent vie à votre demande. Choisissez jusqu'à dix objets non magiques dans la portée du sort qui ne sont pas portés ou transportés. Les cibles de taille M comptent pour deux objets, celles de taille G comptent pour quatre et les objets de taille TG comptent pour huit. Vous ne pouvez pas animer un objet plus grand que la taille TG. Chaque cible anime et devient une créature sous votre contrôle jusqu'à la fin du sort ou jusqu'à ce qu'elle soit réduite à 0 point de vie. Par une action bonus, vous pouvez commander mentalement les créatures que vous avez animées avec ce sort si elles sont à 150 mètres ou moins de vous. Si vous contrôlez plusieurs créatures, vous commandez simultanément autant de créatures que vous le souhaitez en donnant le même ordre à chacune d'elles. Vous décidez de l'action que prend la créature et du mouvement qu'elle fait. Vous pouvez aussi émettre une consigne générale, comme monter la garde devant une pièce ou dans un couloir. Si vous ne donnez aucun ordre, la créature ne fait que se défendre contre les créatures qui lui sont hostiles. Une fois qu'un ordre est donné, la créature s'exécute jusqu'à ce que la tâche soit complétée. Taille PV CA Attaque For Dex TP 20 18 +8 au toucher, dégâts 1d4 + 4 4 18 P 25 16 +6 au toucher, dégâts 1d8 + 2 6 14 M 40 13 +5 au toucher, dégâts 2d6 + 1 10 12 G 50 10 +6 au toucher, dégâts 2d10 + 2 14 10 TG 80 10 +8 au toucher, dégâts 2d12 + 4 18 6 Un objet animé est un artificiel avec une CA, des points de vie, des attaques, une Force et une Dextérité déterminés par sa taille. Il possède 10 en Constitution, 3 en Intelligence et en Sagesse, et 1 en Charisme. Sa vitesse est de 9 mètres, ou bien si l'objet est dépourvu de jambes ou d'autres appendices équivalents pouvant servir à son déplacement il possède alors une vitesse de vol de 9 mètres qui lui permet aussi de faire du sur-place. Si l'objet est solidement attaché à une surface ou à un objet plus gros, telle une chaîne ancrée dans un mur, sa vitesse est de 0. L'objet est doté de la vision aveugle sur un rayon de 9 mètres et il est aveuglé au-delà de cette distance. Lorsque l'objet animé est réduit à 0 point de vie, il reprend sa forme originale et l'excédent de dégâts est infligé à l'objet inanimé. Si vous ordonnez à un objet d'attaquer, il peut faire une simple attaque au corps à corps contre une créature à 1,50 mètre ou moins de celui-ci. Il fait une attaque de coup avec un bonus d'attaque et des dégâts contondants déterminés par sa taille. Le MD peut décréter qu'un objet spécifique peut infliger des dégâts tranchants ou perforants, selon la forme dudit objet. Aux niveaux supérieurs . Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 6 ou supérieur, vous pouvez animer deux objets supplémentaires pour chaque niveau d'emplacement au-delà du niveau 5.",,,,,,,,Aucun,,,,Player´s Handbook (SRD),,,,,Animation d'objets,,,,https://www.aidedd.org/dnd/sorts.php?vf=animation-d-objets
